dataset_name,num_clients,Sum of Instances in Clients,Max. Of Instances in Clients,Min. Of Instances in Clients,Stddev of Instances in Clients,Average Dataset Missing Values %,Min Dataset Missing Values %,Max Dataset Missing Values %,Stddev Dataset Missing Values %,Average Target Missing Values %,Min Target Missing Values %,Max Target Missing Values %,Stddev Target Missing Values %,No. Of Features,No. Of Numerical Features,No. Of Categorical Features,Sampling Rate,Average Skewness of Numerical Features,Minimum Skewness of Numerical Features,Maximum Skewness of Numerical Features,Stddev Skewness of Numerical Features,Average Kurtosis of Numerical Features,Minimum Kurtosis of Numerical Features,Maximum Kurtosis of Numerical Features,Stddev Kurtosis of Numerical Features,Avg No. of Symbols per Categorical Features,Min. No. Of Symbols per Categorical Features,Max. No. Of Symbols per Categorical Features,Stddev No. Of Symbols per Categorical Features,Avg No. Of Stationary Features,Min No. Of Stationary Features,Max No. Of Stationary Features,Stddev No. Of Stationary Features,Avg No. Of Stationary Features after 1st order,Min No. Of Stationary Features after 1st order,Max No. Of Stationary Features after 1st order,Stddev No. Of Stationary Features after 1st order,Avg No. Of Stationary Features after 2nd order,Min No. Of Stationary Features after 2nd order,Max No. Of Stationary Features after 2nd order,Stddev No. Of Stationary Features after 2nd order,Avg No. Of Significant Lags in Target,Min No. Of Significant Lags in Target,Max No. Of Significant Lags in Target,Stddev No. Of Significant Lags in Target,Avg No. Of Insignificant Lags in Target,Max No. Of Insignificant Lags in Target,Min No. Of Insignificant Lags in Target,Stddev No. Of Insignificant Lags in Target,Avg. No. Of Seasonality Components in Target,Max No. Of Seasonality Components in Target,Min No. Of Seasonality Components in Target,Stddev No. Of Seasonality Components in Target,Average Fractal Dimensionality Across Clients of Target,Maximum Period of Seasonality Components in Target Across Clients,Minimum Period of Seasonality Components in Target Across Clients,Entropy of Target Stationarity
312,5,7776,1556,1555,0.4000000000000001,4.976789360136883,4.437299035369775,5.462724935732648,0.3479474730233081,4.976789360136883,4.437299035369775,5.462724935732648,0.3479474730233081,3,3,0,0.5,0.5335533017914594,0.1399986056618391,1.123503156845037,0.0001595137948783,1.5190041259194924,0.1351892680227178,3.447188345087464,0.0029910096311336,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
313,5,3886,778,777,0.4000000000000001,4.760879131059079,3.984575835475578,6.177606177606178,0.7515016832111513,4.760879131059079,3.984575835475578,6.177606177606178,0.7515016832111513,4,4,0,1.0,0.3562241299183867,0.0040248536140807,1.0558458841803091,0.1865535361741098,1.3567502449846964,0.2650535729839522,3.2114325153625884,0.2372514640620961,0.0,0,0,0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
315,5,4536,908,907,0.4000000000000001,4.960488418516773,4.185022026431718,6.063947078280044,0.7389249177119414,4.960488418516773,4.185022026431718,6.063947078280044,0.7389249177119414,2,2,0,1.0,0.7024682432379109,0.3048372179637408,1.3550799679998005,0.0247691376120545,2.7544850720024807,1.31668895369894,5.288977958761484,0.1246933894688643,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
316,5,7776,1556,1555,0.4,4.925449871465295,4.627249357326478,5.466237942122187,0.3470612942190758,4.925449871465295,4.627249357326478,5.466237942122187,0.3470612942190758,3,3,0,0.5,0.4115776591319892,0.0357129334939387,0.7697798484567295,0.0042396357809917,1.1344637301881475,0.1294271205984669,2.257920193424853,0.013255365794414,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
317,5,15766,3154,3153,0.3999999999999999,5.036117226681276,4.630510624801776,5.611921369689283,0.3522484165771752,5.036117226681276,4.630510624801776,5.611921369689283,0.3522484165771752,4,4,0,0.5,1.5329622029304946,0.00810893927798,2.7281193419786174,0.5373468605755045,7.486677788193984,0.2941717631426361,14.614870459639876,2.3049781716134654,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
318,5,23326,4666,4665,0.3999999999999999,5.050150021431633,4.866023579849946,5.294748124330118,0.1834558024677837,5.050150021431633,4.866023579849946,5.294748124330118,0.1834558024677837,4,4,0,0.1666666666666666,0.4709141859736169,0.0618216892325823,0.9072128765411892,0.0001790589909035,1.3273571942824594,0.0951362413153291,2.77071852712023,0.001482372955188,0.0,0,0,0,4.0,4,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
319,5,7776,1556,1555,0.4000000000000001,4.976979475776788,3.984575835475578,5.787781350482315,0.6171144457436528,4.976979475776788,3.984575835475578,5.787781350482315,0.6171144457436528,3,3,0,0.5,0.4559535195814533,0.0640375929567416,0.8714303053264151,0.0007451793435811,1.3588300124064443,0.1828148331411112,2.89056336129712,0.0038424886381214,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
320,5,47301,9461,9460,0.3999999999999999,4.959725616657501,4.661733615221987,5.3276955602537,0.2390326284479292,4.959725616657501,4.661733615221987,5.3276955602537,0.2390326284479292,4,4,0,0.1666666666666666,1.9007903599877884,0.6077210659242073,2.6701942877657747,0.0002183178177148,9.564549402634093,3.21304259092481,13.285066451190389,0.0042230604388518,0.0,0,0,0,4.0,4,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
321,5,10366,2074,2073,0.3999999999999999,4.939249691003539,4.438012542209358,5.451037144235408,0.3620882298940836,4.939249691003539,4.438012542209358,5.451037144235408,0.3620882298940836,4,4,0,0.5,1.354593311194818,0.0036474376423314,4.565749664715423,0.8355947718800754,4.758525334278876,0.0690684492850515,24.6950137415337,5.408144667558537,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
325,5,7126,1426,1425,0.4,5.023931497748579,4.488078541374474,5.894736842105263,0.4737583301243623,5.023931497748579,4.488078541374474,5.894736842105263,0.4737583301243623,7,6,1,1.0,0.7686693060696111,7.754126881861638e-05,3.577057640121672,0.3962365184930647,2.749768578657774,0.1002417454246868,14.757523195636525,2.378395064744846,1.0,1,1,0,6.0,5,7,0.6324555320336759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.5004024235381879
327,5,6480,1296,1296,0.0,4.891975308641976,4.62962962962963,5.169753086419753,0.2319953144810634,4.891975308641976,4.62962962962963,5.169753086419753,0.2319953144810634,3,3,0,1.0,1.423094896661142,0.0107507275498089,4.223736950334085,0.6149340227171266,4.696691587254863,1.2077167019134425,20.29083866834823,4.029608331030245,0.0,0,0,0,2.6,1,3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.5004024235381879
328,5,6480,1296,1296,0.0,4.953703703703704,4.4753086419753085,5.632716049382716,0.4123576918483761,4.953703703703704,4.4753086419753085,5.632716049382716,0.4123576918483761,6,6,0,0.5,1.5142293006471532,0.0001787918040416,4.150200588511323,0.6758648719260727,4.502088599210452,0.1022573267809332,19.30783886670688,3.461384984172,0.0,0,0,0,5.2,5,6,0.3999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
329,5,7776,1556,1555,0.4000000000000001,5.053992841732862,4.244372990353698,5.40192926045016,0.4137325876224669,5.053992841732862,4.244372990353698,5.40192926045016,0.4137325876224669,4,4,0,0.1666666666666666,0.9894988891886608,0.745419332087205,1.2320235510291384,0.001077130341233,0.4402659046103581,0.1878206174023762,0.6212116461204658,0.0016161904979776,0.0,0,0,0,4.0,4,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
332,5,1186,238,237,0.4,5.310427968655817,3.375527426160337,8.016877637130802,1.892399279390205,5.310427968655817,3.375527426160337,8.016877637130802,1.892399279390205,3,3,0,6.0,1.9784068752744504,0.9868494821832786,3.708360862562049,0.0590859036096119,5.251083664699658,0.3484783044153126,14.03981404758559,0.3758985671430452,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
334,5,1080,216,216,0.0,5.185185185185185,4.166666666666666,6.481481481481481,1.071836750258354,5.185185185185185,4.166666666666666,6.481481481481481,1.071836750258354,3,3,0,6.0,2.2294833671886902,1.2861733596188152,4.954340255394313,0.0729488029365616,9.272697455470391,2.004781782983651,33.73341046904456,0.3009747533402875,0.0,0,0,0,2.4,0,3,1.2000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.5004024235381879
335,5,6480,1296,1296,0.0,4.891975308641976,4.166666666666666,5.555555555555555,0.4670600601981963,4.891975308641976,4.166666666666666,5.555555555555555,0.4670600601981963,5,5,0,0.5,1.4878179968050065,0.0014044339388773,4.286385149063116,0.6891521569732654,4.570148559596173,0.1691931562241224,21.01569195142007,3.90693670197286,0.0,0,0,0,4.4,4,5,0.4898979485566356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
337,5,10366,2074,2073,0.3999999999999999,4.948906847975602,4.580520732883317,5.258080077182827,0.2569825929639395,4.948906847975602,4.580520732883317,5.258080077182827,0.2569825929639395,4,4,0,0.5,0.0382567424821062,0.0042157122723628,0.0781875742736653,0.0109521208980716,0.7494336781683308,0.5297046318713723,1.2083770287467677,0.0199207479215164,0.0,0,0,0,4.0,4,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
338,5,3886,778,777,0.4000000000000001,5.01794853979944,4.504504504504505,5.791505791505792,0.4668513565160536,5.01794853979944,4.504504504504505,5.791505791505792,0.4668513565160536,2,2,0,1.0,0.0178799192946544,0.0008365695429629,0.0564654646887106,0.0139907566855367,0.9180713921358994,0.5515000952705673,1.2127519763179335,0.0327792197321202,0.0,0,0,0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
339,5,11661,2333,2332,0.3999999999999999,4.879549075498901,4.457779682811831,5.574614065180103,0.4093682937182711,4.879549075498901,4.457779682811831,5.574614065180103,0.4093682937182711,5,5,0,0.1666666666666666,0.0636034984149525,0.0112623939728314,0.1078942160781012,0.0009141976835361,0.6811892284008245,0.619571399225054,0.7361243468260219,0.0009407531338299,0.0,0,0,0,5.0,5,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
340,5,14256,2852,2851,0.3999999999999999,5.001399572896594,4.7351806383725,5.191160996141705,0.1849779369407091,5.001399572896594,4.7351806383725,5.191160996141705,0.1849779369407091,3,3,0,0.5,0.1152689098372518,0.0090662087155784,0.2189156499244469,0.0003156797349694,0.325470513415702,0.0024896940213423,0.5558723397592722,0.0006900879418104,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
343,5,3886,778,777,0.4000000000000001,4.863706894555223,3.346203346203346,6.048906048906049,0.9475923075662244,4.863706894555223,3.346203346203346,6.048906048906049,0.9475923075662244,2,2,0,0.5,0.0552491331995039,0.0013718496611825,0.0870851399404064,0.0012389100790809,0.696992389967359,0.6855923063327118,0.7119903675809232,0.0012098213262477,0.0,0,0,0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
344,5,5181,1037,1036,0.4000000000000001,4.960477766649416,4.054054054054054,5.8880308880308885,0.6538513345765852,4.960477766649416,4.054054054054054,5.8880308880308885,0.6538513345765852,3,3,0,0.5,0.0444643368321537,0.0017273222567493,0.1351272210965118,0.0209233943585641,0.7838087251189118,0.4910061593037631,1.1943600592750203,0.0288390044770033,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
346,5,10366,2074,2073,0.3999999999999999,4.881292793742014,4.486251808972503,5.400192864030858,0.3462731981019597,4.881292793742014,4.486251808972503,5.400192864030858,0.3462731981019597,3,3,0,0.5,0.0283437119575968,0.0047310264417965,0.0761645335373907,0.0135007829041155,0.7920866232226957,0.5469581200537745,1.2083770287467677,0.0149619068724264,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
349,5,6480,1296,1296,0.0,4.938271604938271,4.166666666666666,5.169753086419753,0.3904046494035038,4.938271604938271,4.166666666666666,5.169753086419753,0.3904046494035038,2,2,0,1.0,0.052112255796663,0.0120320555397654,0.2794728747387201,0.0677722463579838,0.7890964005312454,0.1325747232701033,1.205346608795675,0.0955108883157638,0.0,0,0,0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
352,5,15766,3154,3153,0.3999999999999999,4.991745237246246,4.535363146209958,5.740564541706311,0.4350342241820717,4.991745237246246,4.535363146209958,5.740564541706311,0.4350342241820717,3,3,0,0.5,0.0635661854404939,0.0040333694913976,0.2466850960748233,0.0523135003336929,0.6421706086815978,0.0332918192521902,1.1996462046134546,0.1020478504382079,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
353,5,38880,7776,7776,0.0,4.989711934156378,4.655349794238683,5.246913580246913,0.2294723047653854,4.989711934156378,4.655349794238683,5.246913580246913,0.2294723047653854,4,4,0,0.1666666666666666,2.15361811892828,1.4441693133872524,4.400194767813239,0.0001223425215059,6.911181545406426,1.8673391188988764,22.524652502550445,0.0004634680027859,0.0,0,0,0,4.0,4,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
354,5,986,198,197,0.4,5.375070501974056,3.5532994923857872,7.106598984771575,1.1386415857698804,5.375070501974056,3.5532994923857872,7.106598984771575,1.1386415857698804,2,2,0,8.0,1.6120220767945797,0.9012882703509209,2.505861088415309,0.1091908108652387,3.119967160926024,0.2455126625435775,7.361299871195092,0.5689503128817212,0.0,0,0,0,1.8,1,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.5004024235381879
357,5,1311,263,262,0.4,4.805387049023308,3.816793893129771,5.7251908396946565,0.6192719781777002,4.805387049023308,3.816793893129771,5.7251908396946565,0.6192719781777002,2,2,0,6.0,1.838970191504453,0.9586818290831038,2.9333968387945606,0.0762384514489213,4.6460779942366335,0.1505170721694759,12.185027031033666,0.6806199557353548,0.0,0,0,0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
358,5,3240,648,648,0.0,5.061728395061728,4.012345679012346,5.864197530864197,0.7132234573019345,5.061728395061728,4.012345679012346,5.864197530864197,0.7132234573019345,2,2,0,1.0,1.0735553242193483,0.024350100912106,4.38763824254784,1.034017670526146,4.143480141795877,0.0030260165456215,22.900491430459425,5.809820248765551,0.0,0,0,0,1.4,1,2,0.4898979485566356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
359,5,1296,260,259,0.4,5.245619245619245,4.247104247104247,6.923076923076923,0.9233306953969926,5.245619245619245,4.247104247104247,6.923076923076923,0.9233306953969926,2,2,0,1.0,0.5447165906837556,0.0286507274017864,1.3386328794864266,0.1613450915223432,0.8821796557025262,0.1691975382372108,1.2038409050968233,0.1997352491649023,0.0,0,0,0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
361,5,7126,1426,1425,0.4,5.0519819886321695,4.491228070175438,5.824561403508772,0.5530582488225362,5.0519819886321695,4.491228070175438,5.824561403508772,0.5530582488225362,5,4,1,1.0,1.2119640488303518,0.0086368203670747,3.447413029044803,0.4396381990258151,3.1463279778995266,0.042314450340827,14.351666821794792,2.675333286835723,1.0,1,1,0,4.0,3,5,0.6324555320336759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.5004024235381879
363,5,31101,6221,6220,0.3999999999999999,5.012706676018526,4.8223758238225365,5.128617363344051,0.1159207336977472,5.012706676018526,4.8223758238225365,5.128617363344051,0.1159207336977472,5,5,0,0.1666666666666666,2.115229541898774,0.8732777915522266,4.574266130375154,0.4779005007426896,7.176981685240383,0.1295701112185612,24.76228641798887,3.859457848540688,0.0,0,0,0,4.2,4,5,0.3999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
365,5,11661,2333,2332,0.3999999999999999,5.042462571840084,4.588336192109777,5.3602058319039445,0.2854473309881138,5.042462571840084,4.588336192109777,5.3602058319039445,0.2854473309881138,4,4,0,0.1666666666666666,0.9577141742277736,0.7815933667267071,1.090275662069223,0.0006321481144882,0.2644068343211663,0.0610972505469002,0.6114522561952591,0.0015546270625267,0.0,0,0,0,4.0,4,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
367,5,10366,2074,2073,0.3999999999999999,5.006807923520527,4.435872709739633,5.499276410998553,0.349092638947579,5.006807923520527,4.435872709739633,5.499276410998553,0.349092638947579,4,4,0,0.5,1.2820359644658574,0.0011989690886767,4.226051801235504,0.7954466506388158,4.70349392077299,0.1489343385090982,20.797792666353807,4.730813198674811,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
368,5,6480,1296,1296,0.0,4.907407407407407,4.552469135802469,5.169753086419753,0.24691358024691357,4.907407407407407,4.552469135802469,5.169753086419753,0.24691358024691357,5,4,1,1.0,1.1475853322126641,0.0011154634393166548,4.489961504975313,0.7101063924514484,3.871702902247656,1.1826602455135626,22.770890438542366,4.732989640266032,1.0,1,1,0,3.6,2,5,1.019803902718557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
341,5,11661,2333,2332,0.3999999999999999,5.008087408713374,4.716981132075472,5.7008144020574365,0.3623210053102642,5.008087408713374,4.716981132075472,5.7008144020574365,0.3623210053102642,3,3,0,0.5,0.0396538396481966,0.0114368453668737,0.1187263727207928,0.0233450435244254,0.7649850440449466,0.4919698276567317,1.200587268222903,0.0181918731962691,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
342,5,1080,216,216,0.0,4.814814814814815,0.9259259259259258,6.481481481481481,1.9987993652706395,4.814814814814815,0.9259259259259258,6.481481481481481,1.9987993652706395,5,5,0,6.0,0.1053904661181077,0.0001135829882464,0.2786377606227531,0.0077611781560678,0.1829235822844819,0.0284699921136657,0.3215784323975255,0.0096941452741733,0.0,0,0,0,3.0,0,5,2.449489742783178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
343,5,3886,778,777,0.4,4.863706894555223,3.346203346203346,6.048906048906049,0.9475923075662244,4.863706894555223,3.346203346203346,6.048906048906049,0.9475923075662244,2,2,0,0.5,0.0552491331995039,0.0013718496611825,0.0870851399404064,0.0012389100790809,0.696992389967359,0.6855923063327118,0.7119903675809232,0.0012098213262477,0.0,0,0,0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
344,5,5181,1037,1036,0.4,4.960477766649416,4.054054054054054,5.8880308880308885,0.6538513345765852,4.960477766649416,4.054054054054054,5.8880308880308885,0.6538513345765852,3,3,0,0.5,0.0444643368321537,0.0017273222567493,0.1351272210965118,0.0209233943585641,0.7838087251189118,0.4910061593037631,1.1943600592750203,0.0288390044770033,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
346,5,10366,2074,2073,0.3999999999999999,4.881292793742013,4.486251808972503,5.400192864030858,0.3462731981019596,4.881292793742013,4.486251808972503,5.400192864030858,0.3462731981019596,3,3,0,0.5,0.0283437119575968,0.0047310264417965,0.0761645335373907,0.0135007829041155,0.7920866232226957,0.5469581200537745,1.2083770287467677,0.0149619068724264,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
349,5,6480,1296,1296,0.0,4.93827160493827,4.166666666666666,5.169753086419753,0.3904046494035039,4.93827160493827,4.166666666666666,5.169753086419753,0.3904046494035039,2,2,0,1.0,0.052112255796663,0.0120320555397654,0.2794728747387201,0.0677722463579838,0.7890964005312455,0.1325747232701033,1.205346608795675,0.0955108883157638,0.0,0,0,0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
352,5,15766,3154,3153,0.3999999999999999,4.991745237246245,4.535363146209958,5.740564541706311,0.4350342241820717,4.991745237246245,4.535363146209958,5.740564541706311,0.4350342241820717,3,3,0,0.5,0.0635661854404939,0.0040333694913976,0.2466850960748233,0.0523135003336929,0.6421706086815978,0.0332918192521902,1.1996462046134546,0.1020478504382079,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
353,5,38880,7776,7776,0.0,4.989711934156379,4.655349794238683,5.246913580246913,0.2294723047653854,4.989711934156379,4.655349794238683,5.246913580246913,0.2294723047653854,4,4,0,0.1666666666666666,2.1536181189282804,1.4441693133872524,4.400194767813239,0.0001223425215059,6.911181545406426,1.8673391188988764,22.524652502550445,0.0004634680027859,0.0,0,0,0,4.0,4,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
354,5,986,198,197,0.4,5.375070501974056,3.5532994923857872,7.106598984771575,1.1386415857698804,5.375070501974056,3.5532994923857872,7.106598984771575,1.1386415857698804,2,2,0,8.0,1.6120220767945797,0.9012882703509209,2.505861088415309,0.1091908108652387,3.119967160926024,0.2455126625435775,7.361299871195092,0.5689503128817212,0.0,0,0,0,1.8,1,2,0.4000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.5004024235381879
357,5,1311,263,262,0.4,4.805387049023307,3.816793893129771,5.7251908396946565,0.6192719781777002,4.805387049023307,3.816793893129771,5.7251908396946565,0.6192719781777002,2,2,0,6.0,1.838970191504453,0.9586818290831038,2.9333968387945606,0.0762384514489213,4.6460779942366335,0.1505170721694759,12.185027031033666,0.6806199557353549,0.0,0,0,0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
358,5,3240,648,648,0.0,5.061728395061728,4.012345679012346,5.864197530864197,0.7132234573019345,5.061728395061728,4.012345679012346,5.864197530864197,0.7132234573019345,2,2,0,1.0,1.0735553242193483,0.024350100912106,4.38763824254784,1.034017670526146,4.143480141795876,0.0030260165456215,22.900491430459425,5.809820248765551,0.0,0,0,0,1.4,1,2,0.4898979485566356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
359,5,1296,260,259,0.4,5.245619245619245,4.247104247104247,6.923076923076923,0.9233306953969926,5.245619245619245,4.247104247104247,6.923076923076923,0.9233306953969926,2,2,0,1.0,0.5447165906837557,0.0286507274017864,1.3386328794864266,0.1613450915223432,0.8821796557025262,0.1691975382372108,1.2038409050968233,0.1997352491649023,0.0,0,0,0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
361,5,7126,1426,1425,0.4,5.0519819886321695,4.491228070175438,5.824561403508772,0.5530582488225362,5.0519819886321695,4.491228070175438,5.824561403508772,0.5530582488225362,5,4,1,1.0,1.2119640488303518,0.0086368203670747,3.447413029044803,0.4396381990258151,3.146327977899526,0.042314450340827,14.351666821794792,2.675333286835723,1.0,1,1,0,4.0,3,5,0.6324555320336759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.5004024235381879
363,5,31101,6221,6220,0.3999999999999999,5.012706676018527,4.8223758238225365,5.128617363344051,0.1159207336977472,5.012706676018527,4.8223758238225365,5.128617363344051,0.1159207336977472,5,5,0,0.1666666666666666,2.1152295418987737,0.8732777915522266,4.574266130375154,0.4779005007426896,7.176981685240382,0.1295701112185612,24.76228641798887,3.859457848540688,0.0,0,0,0,4.2,4,5,0.3999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
365,5,11661,2333,2332,0.3999999999999999,5.042462571840085,4.588336192109777,5.3602058319039445,0.2854473309881138,5.042462571840085,4.588336192109777,5.3602058319039445,0.2854473309881138,4,4,0,0.1666666666666666,0.957714174227774,0.7815933667267071,1.090275662069223,0.0006321481144882,0.2644068343211663,0.0610972505469002,0.6114522561952591,0.0015546270625267,0.0,0,0,0,4.0,4,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
367,5,10366,2074,2073,0.3999999999999999,5.006807923520526,4.435872709739633,5.499276410998553,0.349092638947579,5.006807923520526,4.435872709739633,5.499276410998553,0.349092638947579,4,4,0,0.5,1.2820359644658574,0.0011989690886767,4.226051801235504,0.7954466506388158,4.70349392077299,0.1489343385090982,20.797792666353807,4.730813198674811,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
368,5,6480,1296,1296,0.0,4.907407407407407,4.552469135802469,5.169753086419753,0.2469135802469135,4.907407407407407,4.552469135802469,5.169753086419753,0.2469135802469135,5,4,1,1.0,1.147585332212664,0.0011154634393166,4.489961504975313,0.7101063924514484,3.8717029022476552,1.1826602455135626,22.770890438542366,4.732989640266031,1.0,1,1,0,3.6,2,5,1.019803902718557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
372,5,3240,648,648,0.0,5.123456790123456,4.012345679012346,5.864197530864197,0.6048122821686857,5.123456790123456,4.012345679012346,5.864197530864197,0.6048122821686857,2,2,0,1.0,0.0402857398726721,0.0032350976281671,0.1263768299475774,0.0261945333169734,0.9065418847257628,0.5276127981814276,1.2134946965328175,0.0312719129506118,0.0,0,0,0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
